Year,GDP per capita (current US$),Individuals using the Internet (% of population),"Life expectancy at birth, total (years)",GDP_growth,LE_change,Internet_growth
2003,4637.88218501529,12.3,72.906,29.434178219874507,0.3010000000000019,7.8947368421052655
2004,5960.77898909049,14.6,73.223,28.523725944341518,0.316999999999993,18.699186991869897
2005,7303.01388860245,15.5,73.51,22.51777665249022,0.2870000000000061,6.164383561643838
2013,12578.1878632,46.3,76.171,72.23283503308579,2.6610000000000014,198.7096774193548
2014,12165.220135038,51.0,76.452,-3.283205280867363,0.2809999999999917,10.151187904967609
2015,11049.9951100942,53.7,76.539,-9.167323012361717,0.0870000000000033,5.294117647058827
2016,10970.0458948862,58.3,76.595,-0.723522629751816,0.0559999999999973,8.566108007448769
2017,10695.550196231,64.7,77.037,-2.5022292639920285,0.4420000000000073,10.977701543739292
2018,9568.83506330228,71.0,77.454,-10.534428919100993,0.4169999999999874,9.737248840803714
2019,9215.44049888114,74.0,77.737,-3.69318273419148,0.2830000000000012,4.225352112676051
2020,8638.73903848102,77.7,76.525,-6.257991253593764,-1.211999999999989,5.000000000000004
2021,9743.21277804855,81.4,75.722,12.785126795099178,-0.8030000000000115,4.761904761904767
2022,10674.504157865,83.4,77.591,9.558360276341782,1.869,2.4570024570024662
2023,13105.6585004778,86.0,77.156,22.77533744573532,-0.434999999999988,3.11750599520384
2024,15473.2872636856,87.3,,18.0656985921118,,1.5116279069767424
2000,633.835487638011,0.133,64.931,,,
2001,756.034976276398,0.175,65.325,19.27936996613482,0.3940000000000054,31.57894736842104
2002,935.540801478466,0.302,65.593,23.74305830216548,0.2680000000000007,72.57142857142857
2003,1228.94870289404,0.425,65.854,31.36238429707092,0.2609999999999957,40.72847682119205
2004,1379.23009682692,0.754,66.055,12.228451324207734,0.2010000000000076,77.41176470588236
2005,1604.01618452312,0.997,66.275,16.297939568846886,0.2199999999999988,32.228116710875334
2013,6599.64529055481,9.6,68.968,311.4450561181157,2.692999999999998,862.8886659979938
2014,7164.14536184006,12.2,69.001,8.553491080697073,0.0330000000000012,27.083333333333325
2015,5759.497903834,15.0,69.061,-19.606629780126163,0.0600000000000022,22.95081967213115
2016,5686.98040962764,18.0,69.142,-1.2590940289792574,0.0809999999999888,20.0
2017,5828.4816623489,21.3,69.19,2.48816142362136,0.0480000000000018,18.333333333333336
2018,6125.05169712085,,69.272,5.088289745985608,0.0820000000000078,0.0
2019,6648.0348960628,,69.405,8.538429139917048,0.1329999999999955,0.0
